name,ascencion_document_number,ascencion_document_date,ascencion_year,photo_url,birth_date,birth_place,death_date,death_place,burial_place,description
Maskoen Soemadiredja ,No Sk 089 / TK / 2004,5 November 2004,2004,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/121.jpg,25 Mei 1907,"Bandung, Jawa Barat",4 Januari 1986,"Jakarta,Indonesia",TMP Kalibata,"Aktifis Kemerdekaan Indonesia, Politisi.Maskoen adalah putra dari Raden Umar Soemadiredja dan Nyi Raden Umi, dari Bandung, Jawa Barat.Karier politik diawali pada bulan Oktober 1927 disaat berusia 20 tahun telah menjadi anggota PNI. Maskoen menumpang tinggal di rumah Soekarno yang berpengaruh terhadap dirinya menjadi seorang propagandais partai yang cekatan.Pada tahun 1928 ia menjabat sebagai Resort Commisaris Cabang Bandung dan Sekretaris II PNI Bandung.Maskoen sempat dipenjara, kemudian akhir tahun 1930 ia dibebeaskan dan menggabungkan diri dengan Pendidikan Nasional Indonesia (PNI-Baru). Tanggal 24 Febuari 1934 Maskoen dan pimpinan pusat PNI Baru dipenjadi di Penjara Sukamiskin, dan kemudian pada tahun 1935 dibuang ke Boven Digul, Papua. Tahun 1942, ia kemudian mendirikan Organisasi Serikat Indonesia Baru. Maskoen bekerja menjadi Kepala Biro Politik di Dapartemen Dalam Negeri.Pada tahun 1955, ia mendirikan dan menjadi ketua Perintis Kemerdekaan. Ia juga tercatat dalam kepanitiaan PERAN, Panitia Keamanan, Pakem Kesejahteraan Agung, Panitia Kotum Haji, Badan Pembina Pahlawan Pusat, Anggota Tim P-7 Penasehat Presiden."
Andi Mapanyuki ,No Sk 089 / TK / 2004,5 November 2004,2004,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/122.jpg,1885,"Bone, Sulawesi Selatan",18 April 1967,"Jonggaya(Jl. Kumala no.160) Makassar, Sulawesi Selatan","TMP Panaikang, Makassar","Pejuang Kemerdekaan, memimpin perlawanan terhadap Belanda. Ayah dari Andi Abdul lah Bau Massepe (juga Pahlawan Nasional.Andi diangkat menjadi Datu Suppa saat berumur 16 tahun, kemudian pad atahun 1905 saat terjadi perang Gowa dengan Belanda ia diangkat menjadi Letnan Tentara Kerajaan Gowa dan mengunakan taktik geriliya, Belanda sering memberikan penawaran, namun Andi selalu menolak tawaran tersebut. Andi juga pernah ditawan bersama pasukannya kemudian dibebaskan pada tahun 1909.Pada 2 April 1931 melalui siding Ade Pitue dengan hasil mufakat memilih Andi Mappanyuki sebagai Raja Bone ke-XXXII dengan gelar Sultan Ibrahim.Pada periode 1945-1950, Andi mengorbankan jiwa raga dan hartanya sebagai bangsawan tinggi untuk memimpin raja-raja di Sulawesi Selatan untuk Bersatu dan bergabung dengan Negara Kesatuan Republik Indonesia (NKRI) pada tahun 1950.Jiwa dan nafas perjuangan rakyat di Sulawesi Selatan ada pada Andi Mappanyuki dan mendapat gelar lengkap Haji Andi Mappanyuki Sultan Matinroweri Jongaya."
Raja Ali Haji ,No Sk 089 / TK / 2004,5 November 2004,2004,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/123.jpg,1808,Selangor,1873,"Pulau Penyengat, Kepulauan Riau,Indonesia",TPU P. Penyengat Kepri,"Raja Ali Haji adalah ulama, sejarawan dan pujangga abad 19 keturunan Bugis dan Melayu. Ia adalah tokoh penting di dalam budaya dan kesustraan Melayu.Sekitar tahun 1840 Raja Ali Haji mulai aktif sebagai pengarang dan sebagai cendikiawan terkemuka pada zamannya. Ia banyak melahirkan karya yang beragam dibidangnya seperti bahasa, agama, hukum pemerintahan dan syair-syair naratif.Buku-buku yang dikarangnya dalam bidang bahasa meliputi sebuah kamus monolingual ensiklopedia berjudul kitab pengetahuan bahasa dan tata ejaan untuk menuliskan huruf Arab Melayu.Raja Ali Haji merupakan pelopor perkamusan monolingual Melayu karena karyanya Kitab Pengetahuan Bahasa dinilai merupakan suatu karya yang luar biasa.Hampir semua karyanya mengungkapkan kecintaan sang pengarang kepada kehidupan, tanah air dan bangsa serta semangat menentang penjajah.Raja Ali Haji patut disebut sebagai Bapak Bahasa Melayu-Bahasa Indonesia yang memiliki peranan yang besar dalam meletakkan dasardasar terbentuknya Bahasa Indonesia yang kini merupakan bahasa persatuan."
KH. Akhmad Rifai ,No Sk 089 / TK / 2004,5 November 2004,2004,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/124.jpg,12 November 1786,"Tempuran, Kendal, Jawa Tengah",4 Agustus 1870,"Manado, Sulawesi Utara","Tondano Timur, Minahasa","Ahmad Rifai adalah pemikir Islam dan Penulis terkenal karena sikap anti penjajah Belanda. Ia belajar agama dengan kakak iparnya Kyai Asyari ulama dan pendiri Pondok Pesantren Kaliwungu. Saat muda ia keliling dan menyampaikan masalah agama, sosial masyarakat, pemahaman terhadap kemerdekaan dan anti kolonial. Rifai kemudian dipenjara dan pada 1810 ia keluar dan menunaikan ibadah haji kemudian bermukim dan selama 20 tahun belajar agama.Tahun 1836 ia kembali ke tanah air dan menjadi ustad di pondok peantren Kaluwungu, Tahun 1823 dikucilkan dan ditempatkan di kalisalak, Batang, Jawa Tengah. Di Kalisalak ia dengan nyaman melaksanakan pengajaran dan mengkader santrinya dengan mendirikan pesantren sendiri. Ia juga menulis beberapa kitab denga tulisan pegon, lebih dari 60 buku/kitab yang merupakan gabungan ilmu-ilmu agama.Ia berdakwah dan mengobarkan melalui syair-syair semangat anti penjajah. K.H. Ahmad Rifai juga memplopori gerakan sosial keagamaan Jamaah Rifaiyah Tarjumah di Pekalongan, mendirikan Lembaga Pendidikan, ia kemudian di asingkan ke Manado hingga akhir hayatnya."
Gatot Mangkupradja ,No Sk 089  / TK / 2004,5 November 2004,2004,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/125.jpg,25 Desember 1898,"Sumedang, JawaBarat",4 Oktober 1968,"Bandung,Jawa Barat",TPU Sirnaraga Bandung,"Bersama-sama dengan Natsir, Muhammad Hatta, Ahmad Soebardjo dan semaun dikirim mengikuti Kongres Liga Penentang Imperialisme dan Penindasan Kolonialisme yang diselenggarakan di Brussel, BelgiaSekembalinya ia dari Brussel, ia aktif mensosialisasikan kesepakatan Kongres tersebut dengan menyebarluaskan ide dan pandangan nasionalisme untuk mewujudkan cita-cita kemerdekaan.Pada bulan Oktober 1943, untuk menghindari pembentukan wajib militer Jepang, ia memprakarsai usulan pembentukan Tentara Sukarela Pembela Tanah Air (PETA) yang kemudian merupakan cikal bakal pembentukan Tentara Nasional IndonesiaPada Tahun 1948-1949 ia menjadi Ketua Badan Koordinasi Gabungan Perjuangan Rakyat Indonesia di Jawa dan Madura."
Ismail Marzuki ,No Sk 089 / TK / 2004,5 November 2004,2004,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/126.jpg,11 Mei 1914,"Kwitang, Senen, Jakarta",25 Mei 1958,"KampungBali, Tanah Abang, Jakarta Pusat",TPU Karet,"Komposer besar Indonesia. Pencipta Lagu-Lagu Patriotik, antara lain Rayuan Pulau Kelapa, Gugur Bunga, Aryati, Juwita Malam, Sepasang Mata Bola, Melati di Tapal Batas, Indonesia Pusaka, dsb.Ismail Marzuki menggubah lagu Indonesia Pusaka dan Bisikan Tanah air yang berujung pada pemanggilan dirinya oleh Kenpetai, karena lagunya yang disiarkan secara luas melalui radio dianggap memprovokasi rakyat untuk melawan penjajah Jepang.Ia juga menciptakan mars Gagah Perwira untuk memberi semangat perjuangan kepada para pasukan Peta (Pembela Tanah Air). Sedangkan lagu Rayuan Pulau Kelapa, Ia ciptakan pada tahun 1944.Pada masa penjajahan Jepang, Ismail Marzuki turut aktif dalam orkes radio pada Hozo Kanri Keyku Radio Militer Jepang. Dan ketika masa kependudukan Jepang berakhir, Ismail Marzuki tetap meneruskan siaran musiknya di RRI.Selanjutnya ketika RRI kembali dikuasai Belanda pada 1947, Ismail Marzuki yang tidak mau bekerja sama dengan Belanda dan memutuskan untuk keluar dari RRI.Mengingat karya-karya Ismail Marzuki yang berjumlah lebih dari 200 buah itu sarat dengan nilai-nilai perjuangan yang mampu menggugah rasa kecintaan terhadap tanah air dan bangsa, maka pada tahun 1961 Ismail Marzuki menerima anugerah Piagam Wijayakusumah dari Presiden Soekarno atas nama Pemerintah RI."
Kiras Bangun ( Garamata ) ,No Sk 082 / TK / 2005,7 November 2005,2005,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/127.jpg,1852,"Kampung Batu Karang, Kabupaten Karo,Sumatera Utara",22 Oktober 1942,"Karo,Sumatera Utara","Jl. Batu Karang, Payung Karo, Karo","Pemimpin Gerilya yang menggalang kekuatan lintas agama di Sumatera Utara dan Aceh untuk menentang penjajahan Belanda.Kiras Bangun merupakan tokoh karismatik Karo yang juga popular dengan sebutan Garamata, yang merupakan kepala Kampung Batukarang yang menjadi juru damai dalam menyelesaikan sengketa kampung atau antarmarga, dan juga antara orang Karo dan Aceh.Antipati terhadap Belanda sudah dilakukan oleh Kiras dan pasukannya dalam perang Sunggal (1871-1895).Berbagai upaya Belnda untuk membuka lahan tanah Karo dengan cara mendekati Kiras selalu gagal, tawaran mengenai jabatan sampai harta selalu ditolak oleh Kiras, sampai pada peristiwa pengusiran pendeta Guillame yang terpengaruh Belanda menjadi puncak permusuhan dengan Belanda.Setelah melalukan banyak perlawanan, Kiras dan jeluarganya diasingkan di Riuang, tahun 1909 ia kembali ke Batukarang dan melakukan perjuangan sosial dan beraptisipasi dalam Gerakan melawan Belanda."
Bagindo Azischan ,No Sk 082 / TK / 2005,7 November 2005,2005,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/128.jpg,30 September 1910,"Padang, SumateraBarat",19 Juli 1947,"Padang,Sumatera Barat","TMP Kusuma Bhakti, Kota Bukit Tinggi","Sejak sekolah di AMS, Bagindo Azizchan sudah tertarik dengan pertemuan diskusi yang membahas nasionalisme, modernisasi dan Islam Indonesia, bahkan ia juga seringmenjadi pembicara mengenai tersebut.Pemikiran-pemikirannya banyak dipengaruhi oleh pemikiran KH. Agus Salim.Tahun 1934 Azizchan kembali ke Padang, ia belum banyak melakukan aktivitas politiknya. Selama itu ia mengajar di Moderne Islamische Kweek School.Pada 1935 ia mengajar di Islamic College, kemudian bersama teman-temannya mendirikan Lembaga Pendidikan Pergerakan Umum bagi rakyat dari tingkat tinggi sampai rendah dengan nama Volks Universalitir. Dan atas anjuran Azizchan pula dibentuk Persatuan Pelajar Islam se-Kota Padang dan perkumpulan  olah raga.Di bulan November 1945 Bagindo Azizchan terpilih sebagai salah seorang utusan PRI (Pemuda Republik Indonesia) untuk menghadiri Kongres Pemuda Indonesia di Yogyakarta. Setelah kembali ke Padang Azizchan membentuk organisasi Pemuda Muslim Indonesia.Azizchan juga berperan dalam melawan Belanda tatkala dilancarkannya operasi militer di Gunung Pengilir.Meninggal setelah terlibat dalam sebuah pertempuran melawan Belanda."
Andi Abdullah Bau Massepe ,No Sk 082 /TK / 2005,7 November 2005,2005,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/129.jpg,1918,"Massepe, Kabupaten Sidenreng Rappang,Sulawesi Selatan",2 Februari 1947,"Pare-Pare, Sulawesi Selatan","TMP Pacceke, Kota Pare-Pare","​Panglima pertama TRI Divisi Hasanuddin.Pewaris tahta Kerajaan Bone, Gowa, Suppa, Allita, Sidenreng Rappang dan Sawito. Putra dari Andi Mappanyukki (juga Pahlawan Nasional). Memiliki sikap kerakyatan dan demokratis yang mampu berbaur dengan baik bersama rakyat biasa.Ketua Umum dari organisasi Badan Penunjang Republik Indonesia (BPRI), dan juga menjadi pimpinan KNI yang berubah Namanya menjadi Pusat Keselamatan Rakyat Sementara (PKRS) tahun 1945 di Pare-pare.Dalam perjuangan Andi menempuh jalur politik dan militer. Dalam bidang politik melalui Keselamatan Rakyat Sulawesi yang bertugas memlihara keamanan rakyat, melakukan pertemuan dengan kelompok perlawanan dan melakukan konolidasi dengan pejabat kerajan dan tokoh masyarkat. Dalam bidang militer ia mendirikan pemuda Pandu Nasional Indonesia (PNI) sebagai kekuatan pergerakan bersenjata menghadapi NICA.Andi Abdullah Bau Massepe ditembak mati oleh Belanda seperti ucapannya saat di pengadilan Makassar “Aku rela mati demi kehormatan dan kemerdekaan bangsaku”."
Pangeran Mangkubumi/Sultan HB I ,No Sk 085 / TK / 2006,3  November 2006,2006,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/130.jpg,6 Agustus 1717,"Kartasura, Indonesia",24 Maret 1792,"Yogyakarta,Indonesia","Imogiri, Yogyakarta","Raden Mas Sujana yang setelah dewasa bergelar Pangeran Mangkubumi. Ia merupakan putra Amangkurat IV raja Kasunanan Kartasura yang lahir dari selir bernama Mas Ayu Tejawati pada tanggal 6 Agustus 1717.Pendiri sekaligus Raja Pertama Kesultanan Yogyakarta, berjuang melawan Hindia Belanda di Yogyakarta. Raja terbesar dari keluarga Mataram sejak Sultan Agung.Pangeran Mangkubumi melakukan perlawanan terhadap Belanda (VOC). Rangkaian pertempuran besar dilakukannya terhadap VOC yang berlangsung 2 periode yaitu 1746-1749 dan 1750-1755. Setelah melakukan perlawanan selama 9 tahun diakhiri dengan perjanjian Giyanti 1755. Hal itu membuktikan perjuangannya membela kepentingan rakyat dalam menegakkan kewibawaaan dan kedaulatan Mataram."
Kiai Haji Noer Ali ,No Sk 085 / TK / 2006,3  November 2006,2006,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/131.jpg,1914,"Bekasi, Jawa Barat",1992,"Bekasi, Jawa Barat","Babelan, Kab. Bekasi","Pejuang Kemerdekaan Indonesia. Pemimpin Islam dan Pendidik. Memimpin Tentara Mahasiswa selama Revolusi Nasional.Pada tahun 1937 KH. Noer Alie bersama Hasan Basri membentuk dan memimpin organisasi Persatuan Pelajar Betawi. Tahun 1940 ia kemudian mendirikan pesantren dan madrasah di Ujung Malang Bekasi yang tidak luput dari penguasaan tantara Jepang. Setelah Kemerdekaan ia terpilih menjadi Ketua Komite Nasional Indonesia Daerah (KNID) Kecamatan Babelan Bekasi.Tahun 1945 ia membentuk Laskar Rakyat dan bekerja sama dengan TKR Bekasii dan Jatinegara untuk memobilisasi pemuda dna santri ikut latihan kemiliteran di Teluk Pucung. Setelah Agresi I Belanda, ia kembali ke Bekasi dan mendirikan organisasii dengan nama Markas Pusat Hizbullah Sabilillah di Tanjung Karekok Cikampek. Setelah perjanjiann Renville pasukannya hijrah ke Banten, dan ia sempat ditangkap Belanda namun berhasil meloloskan diri.Pada tahun 1949, KH. Noer Alie ditunjuk menjadi Ketua Masyumi cabang Jatinegara, kemudian menjadi Ketua Masyumi Bekasi dan Wakil Ketua Dewan Pemerintahan Daerah Bekasi. Pada Desember 1956 ia menjadi anggota Dewan Konsituante. Setelah G30S/PKI ia ikut menumpas gerkan tersebur khususnya di daerah Bekasi dan Jakarta sekitarnya."
R.M. Tirto Adhi Soerjo ,No Sk 085 / TK / 2006,3  November 2006,2006,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/132.jpg,1880,"Blora, Jawa Tengah",7 Desember 1918,"Jakarta,Indonesia","Tanah Sareal, Bogor","R.M. Tirto Adhi Soerjo dikenal sebagai pahlawan nasional yang berjuang melalui jalur media.Pada tahun 1894-1895 (pada usia 14s/d15 tahun), R.M. Tirto Adhi Soerjo sudah mengirimkan berbagai tulisan ke sejumlah surat kabar terbitan Betawi.Pada tahun 1888-1897, R.M. Tirto Adhi Soerjo mulai membantu Chabar Hindia-Belanda. Selanjutnya ia membantu Pewarta Betawi pada tahun 1884-1916. R.M. Tirto Adhi Soerjo kemudian menjadi pembantu tetap Pewarta Priangan,Pada tahun 1903, R.M. Tirto Adhi Soerjo melakukan   perjuangan   melalui   surat   kabar yang dipimpinnya, Soenda Berita, pers pribumi pertama, yang terbit di Cianjur, sehingga R.M. Tirto Adhi Soerjo merupakan  pionir pers pribumi.R.M. Tirto Adhi Soerjo kemudian juga berjuang melalui surat kabar Medan Prijaji, yang diterbitkannya dengan modal sendiri, dikelola melalui NV pribumi pertama dan merupakan surat kabar dengan visi nasional yang pertama di Nusantara.Perjuangan R.M. Tirto Adhi Soerjo melalui surat kabar membuatnya dibuang    pemerintah kolonial Belanda sebanyak  dua  kali  yaitu  ke  Teluk  Betung  dan Ambon.R.M. Tirto Adhi Soerjo juga berjuang melalui Sarekat Dagang Islam, merupakan  cikal bakal Sarekat Islam"
H. Padjonga Daeng Ngalle Polobangkeng ,No Sk 085 / TK / 2006,3  November 2006,2006,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/133.jpg,1901,"Takalar, Sulawesi Selatan",23 Februari 1958,"Takalar,Sulawesi Selatan","Paleko, Takalar","Pejuang Pembentukan Republik Indonesia. Ketua Laskar Gerakan Muda Bajoang, dan Koordinator Serangan di Sulawesi Selatan selama Revolusi Nasional. Karaeng (Kepala Pemerintahan Distrik) Polongbangkeng.Pajonga Daeng Ngaile Araeng Polongbangkeng adalah seorang Karaeng yaitu kepala pemerintahan distrik pada tahun 1934.Pada tahun 1945 ia bersama bagsawan lain seperti, Andi Mappayuki, Andi Jemmba, Andi Bau Massape, dan Andi Pellarani mengikuti konfrensi raja-raja se-Sulawesi unutk mendukung pemerintah RI di Sulawesi sebagai satu-satunya pemerintah yang sah dibawah Gubernur Ratulangi.Karaeng menjadikan Polongbangkeng sebagai pusat gerakan menggantikan posisi Makassar, dan mempersatukan para tokoh pemuda perjuangan dari Makassar, Takalor, Gowa, Banteng.Untuk mempertahankan proklamasi, Karaeng membentuk dan memimpin Lasar Gerakan Mudah Bajoang sebagai wadah perjuangan bersenjata, mempelihatkan karakternya sebagai pejuang yang tidak mau kompromi dengan Belanda.Pada Juli 1946, ketika Van Mook melakukan Konfrensi Melano, maka laskan lipan bajoang melaksanakan konfrensi antar lascar yang dihadiri oleh 19 laskar yang membentuk LAPRIS (Laskar Pemberontak Rakyat Indonesia Sulawesi)."
Opu Daeng Risadju ,No Sk 085 / TK / 2006,3  November 2006,2006,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/134.jpg,1880,"Palopo, Sulawesi Selatan",10 Februari 1964,"Palopo,Sulawesi Selatan",TMP Belofa,"Pejuang Kemerdekaan Indonesia. Cendekiawan, Wanita Politisi Pertama, berperang melawan Belanda selama Revolusi Nasional.Oppu Daeng Risaju adalah putri keturunan bangsawan yang telah tertanam sikap dan jiwa patriotism dalam dirinya dan memiliki daya kharismatik terhadap masyarkat Luwu.Awal abad XX, tahun 1927 ia menjadi anggota Partai Sarekat Islam Indonesia (PSII) cabang Pare-Pare kemudian pada tanggal 14 Januari 1930 ia terpilih menjadi ketua PSII dan sering mengikuti kongres PSII baik di Sulawesi Selatan maupun di PSII Pusat Batavia.Opu Daeng bersama kurang lebih 70 orang anggota PSII ditangkap oleh Belanda dan dimasukan ke penjara Masamba dengn maksud untuk mengruangi aksi-aksi atau gerakan perlawan dan mengahdang perluasan ajaran PSII.Pada tahun 1946 Opu Daeng berserta pemuda republik melakukan serangan terhadap tantara NICA dan terjadi serangan balasan kepada pasukan Opu Daenga yang mengakibatkan banyak pemuda yang gugur. Opu kemudian di tangkap dan dipenjarakan di Belopa yang membuat telinganya tuli seumur hiidup.Opu Daeng dijuluki Srikandi di Tana Luwu dikarenakan perannya dan secara aktif memperjuangakan kebangkitan nasional di Sulawesi Selatan."
H. Andi Sulthan Daeng Radja ,No Sk 085 / TK / 2006,3  November 2006,2006,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/135.jpg,20 Mei 1894,"Matekko, Gantarang",17 Mei 1963,"Rumah SakitPelamonia Makassar, Sulawesi Selatan","Jl. Kusuma Bangsa, Bulukumba",Tokoh Kemerdekaan  Indonesia. Regen (Kepala Adat) Gantarang. Turut aktif dalam Kongres Pemuda Indonesia 28 Oktober 1928 yang menghasilkan Sumpah Pemuda. Bupati Daerah Bantaeng (Sulawesi Selatan). Anggota Konstituante Indonesia. Turut aktif dalam rapat Panitia Persiapan Kemerdekaan Indonesia (PPKI). Pemrakarsa pembentukan organisasi Persatuan Pergerakan Nasional Indonesia (PPNI).Juru tulis kantor pemerintahan Onder Afdeeling Makasar. Kemudian beliau diangkat menjadi calon Jaksa di Kejaksaan Makasar. Tanggal 7 januari 1915 diangkat menjadi Eurp Klerk pada Kantor Asisten Residen Bone di Pompanua. Selanjutnya Sultan Daeng Radja berpindah pindah tempat tugas sebagai wakil dan kepala pajak di beberapa wilayah di Sulawesi Selatan.Regen (Kepala Adat) Gantarang. Turut aktif dalam Kongres Pemuda Indonesia 28 Oktober 1928 yang menghasilkan Sumpah Pemuda. Bupati Daerah Bantaeng (Sulawesi Selatan). Anggota Konstituante Indonesia. Turut aktif dalam rapat Panitia Persiapan Kemerdekaan Indonesia (PPKI). Pemrakarsa pembentukan organisasi Persatuan Pergerakan Nasional Indonesia (PPNI).
Izaac Huru Doko ,No Sk 085 / TK / 2006,3  November 2006,2006,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/136.jpg,20 November 1913,"Seba, Pulau Sabu,Kupang, Nusa Tenggara Timur",29 Juli 1985,"Kupang, NusaTenggara Timur","Jl. Aimona, Kec. Oebobo, Kupang","Aktivis Kemerdekaan dan Pendidik. Menteri Pengajaran NIT. Menteri Muda Penerangan NIT. Penggagas berdirinya Universitas Udayana di Denpasar Bali (1959) dan Undana Kupang (1962)Selagi dibangku Sekolah Guru (HIK) Bandung, Izaac memipin organisasi “de Timorsche Jongeren” yang memiliki cabang di kota-kota besar di seluruh Indonesia bersama Herman Johannes,Setelah menyelesaikan sekolahnya, Izaac aktif diranah politik. Ia menjadi Ketua Partai Politik “Perserikatan Kebangsaan Timor” di Kupang. Izaac diangkat sebagai kepala Bunkyo Kakari (Pengajaran/Penerangan) di Kupang. Melalui surat kabar “Timor Syuho” ia mempelopori perjuangan kemerdekaan Indonesia yang saat itu dibawah kekuasaan Jepang dan juga menjadi anggota “Syo Sunda Tju San In” di SIngaraja Bali,Bersama Tom Pello, ia mengorganisir para tenaga tenaga nasional untuk menghadapi Pemerintahan Reaksioner Belanda dan kaki tangannya.Izaac menjadi anggota Parlemen Negara Indonesia Timur (NIT) dan kemudian dipilih menjadi Menteri Muda Penerangan (1947—1950) yang membantu perjuangan RI dan mengembalikan Presiden dan Wakil Presiden serta pemerintah RI ke Yogya."
